price,item_id,developer,año
6.99,299020,icarus games,2014
7.99,325040,"smiteworks usa, llc",2014
7.99,325041,"smiteworks usa, llc",2014
7.99,325042,"smiteworks usa, llc",2014
7.99,325043,"smiteworks usa, llc",2014
4.99,325044,"smiteworks usa, llc",2014
19.99,289930,deck13 hamburg,2014
0.0,324850,"ro2/rs community,tripwire interactive",2014
0.0,324830,"ro2/rs community,tripwire interactive",2014
1.99,301892,"cyberconnect2 co., ltd.",2014
9.99,315670,"moss co., ltd.",2014
19.99,253630,worthless bums,2013
29.99,316290,"german airports team,aerosoft gmbh",2014
4.99,321940,deck 13,2016
1.99,317510,qwiboo ltd,2014
14.99,294460,green lava studios,2014
1.99,323560,kerberos productions inc.,2014
2.99,324290,neocoregames,2014
3.99,323570,kerberos productions inc.,2014
4.99,323610,sixteen tons entertainment,2006
9.99,302440,fragment production ltd,2014
9.99,319930,the astronauts,2014
19.99,258520,the astronauts,2014
4.99,320320,delphine software,1999
5.99,296630,demon wagon studios,2014
29.99,321290,"sujin ri,marcos arroyo,seona lee,somi lee,sohyeon jeon",2012
79.99,321410,warfaresims,2014
34.99,236150,little green men games,2014
14.99,253330,infinitap games,2014
9.99,278620,phigames,2014
11.99,263020,breakfall,2014
9.99,305050,housemarque,2014
4.99,311660,800 north and digital ranch,2014
14.99,316480,sarepta studio,2014
2.99,313260,neocoregames,2014
3.99,306393,haemimont games,2014
9.99,282030,stainless games ltd,1998
2.99,301950,turtle cream &amp; pokpoong games,2013
9.99,312380,proxy studios,2014
3.99,299660,"turtle cream,pokpoong games",2014
3.99,311140,orion games,2006
9.99,321150,sdp games,2014
4.99,324590,"smiteworks usa, llc",2014
5.99,298840,aldorlea games,2014
69.99,316520,"gravvit ltd,forbes  consult ltd",2014
11.99,313300,"gravvit ltd,forbes  consult ltd",2014
8.99,306700,confused pelican,2014
59.95,311380,creative assembly,2014
3.99,320900,somasim,2014
17.99,313310,"gravvit ltd,forbes  consult ltd",2014
12.99,289024,"codemasters racing,feral interactive (mac),feral interactive (linux)",2014
29.99,304450,"codemasters racing,feral interactive (mac),feral interactive (linux)",2014
2.99,295001,ubisoft - san francisco,2014
2.99,295000,ubisoft - san francisco,2014
2.99,295004,ubisoft - san francisco,2014
2.99,295003,ubisoft - san francisco,2014
7.99,321170,"degica,tyler warren",2014
11.99,295005,ubisoft - san francisco,2014
2.99,295002,ubisoft - san francisco,2014
9.99,321180,"degica,michael galefire",2014
19.99,321181,"degica,murray atkinson",2014
4.99,323260,shaman games studio,2011
9.99,282440,id software,2010
4.99,323280,shaman games studio,2012
15.99,312750,"square enix,dotemu sas.",2014
9.99,263860,flow combine,2014
9.99,311250,saibot studios,2014
1.99,292710,"traveller's tales,feral interactive (mac)",2014
1.99,292711,"traveller's tales,feral interactive (mac)",2014
1.99,292712,"traveller's tales,feral interactive (mac)",2014
49.99,301610,pgn inc,2014
6.99,312740,rebellion,2014
14.99,300550,harebrained schemes,2014
2.99,323940,terri vellmann,2014
19.99,320970,fugazo,2014
12.99,277747,dovetail games,2014
4.99,309920,no goblin,2014
9.99,321182,"degica,scythuz",2014
7.99,283542,degica,2014
2.99,323740,katauri,2014
12.99,222609,dovetail games,2014
19.99,285461,degica,2014
9.99,277843,degica,2014
9.99,271963,degica,2014
19.99,291474,"enterbrain,joel steudler",2014
4.99,297640,enterbrain,2014
14.99,297141,comipo! llp,2014
0.0,321840,idhas studios,2013
19.99,297140,comipo! llp,2014
19.99,257690,cbe software s.r.o.,2014
4.99,292630,rail slave games,2014
39.99,306640,slitherine ltd.,2014
2.99,302610,"ian maclarty,jon kerney",2014
6.99,323620,maurice pape,2014
39.99,312360,ageod,2014
2.99,279111,keen games,2014
3.99,320630,urse games,2007
9.99,316420,nordcurrent,2014
9.99,319850,clockstone,2014
4.99,315480,backstab games,2014
4.99,302180,microids,2005
4.99,304410,matthew brown,2014
9.99,306550,lgk games,2014
2.99,317880,lgk games,2014
2.99,289023,"codemasters racing,feral interactive (mac),feral interactive (linux)",2014
4.99,307170,conrad nelson,2014
2.99,294992,ubisoft - san francisco,2014
2.99,294993,ubisoft - san francisco,2014
2.99,294994,ubisoft - san francisco,2014
2.99,294995,ubisoft - san francisco,2014
11.99,294997,ubisoft - san francisco,2014
9.99,301380,hanako games,2010
2.99,294996,ubisoft - san francisco,2014
9.99,294830,rondomedia gmbh,2014
19.99,304730,urban games,2014
0.0,266430,elijah newman-gomez,2014
3.99,305185,rebellion,2014
9.99,310080,"mediatonic,hato moa,the irregular corporation",2014
4.99,318570,traptics,2014
1.99,313590,on the level game studios,2014
1.99,315890,on the level game studios,2014
29.99,265550,capcom game studio vancouver,2014
19.99,222634,digital train model,2014
34.99,321580,uber entertainment,2014
0.0,257730,lightmare studios,2014
5.99,308580,tiny lab productions,2014
7.99,317710,shawn beck,2014
4.99,306520,razorworks,2006
4.99,315600,razorworks,2005
4.99,269590,the indie forge,2014
4.99,315740,razorworks,2008
2.99,294998,ubisoft - san francisco,2014
2.99,294999,ubisoft - san francisco,2014
13.37,246070,double fine productions,2014
2.99,294932,ubisoft - san francisco,2014
9.99,39520,4head studios,2002
3.99,249094,"relic entertainment,feral interactive (mac),feral interactive (linux)",2014
3.99,249092,"relic entertainment,feral interactive (mac),feral interactive (linux)",2014
1.99,297980,milestone s.r.l.,2014
4.99,315960,ndemic creations,2014
4.99,321620,eko software,2014
14.99,259253,infinity ward,2014
2.99,315120,hyper hippo games,2014
9.99,271370,united independent entertainment gmbh,2004
9.99,312050,lexis numérique,2014
4.99,316660,force of habit,2014
2.99,297890,"koei tecmo games co., ltd.",2014
24.99,292990,"koei tecmo games co., ltd.",2014
2.99,297891,"koei tecmo games co., ltd.",2014
2.99,297893,"koei tecmo games co., ltd.",2014
2.99,297892,"koei tecmo games co., ltd.",2014
2.99,297894,"koei tecmo games co., ltd.",2014
2.99,297895,"koei tecmo games co., ltd.",2014
7.99,303680,wildtangent,2009
13.99,261180,team reptile,2014
2.99,300150,the men who wear many hats,2014
9.99,284850,artifex mundi,2014
19.99,258677,dovetail games,2014
0.0,314420,"relic entertainment,the great war 1918 development team",2013
9.99,318591,zojoi,2014
9.99,315930,interbellum team,2014
0.0,295710,psychic software,2014
14.99,303530,timbre interactive,2015
4.99,315850,haruneko entertainment,2014
0.99,313340,david oreilly,2014
4.99,317150,"arcen games, llc",2014
6.99,272600,sfb games,2014
14.99,260550,dtp entertainment,2012
189.96,285580,spearhead games,2014
29.99,318271,spearhead games,2014
49.99,316130,spearhead games,2014
3.99,308264,capcom,2014
0.0,316400,flump studios,2014
9.99,287620,spearhead games,2014
3.99,308266,capcom,2014
3.99,308267,capcom,2014
3.99,303510,suckerfree games,2014
3.99,308268,capcom,2014
3.99,308269,capcom,2014
9.99,303870,games hut,2014
2.99,294978,ubisoft - san francisco,2014
14.99,249230,piranha bytes,2014
2.99,294979,ubisoft - san francisco,2014
2.99,294980,ubisoft - san francisco,2014
7.99,294981,ubisoft - san francisco,2014
7.99,318050,n3v games,2014
4.99,311551,"redlynx, in collaboration with ubisoft shanghai, ubisoft kiev",2014
6.99,297410,vexel games,2014
2.99,294982,ubisoft - san francisco,2014
49.99,250990,eagle dynamics sa,2014
2.99,294983,ubisoft - san francisco,2014
2.99,294984,ubisoft - san francisco,2014
4.99,319510,scott cawthon,2014
7.99,294985,ubisoft - san francisco,2014
5.99,314340,"ludeme games,sirlin games",2014
12.99,289520,1c-softclub,2014
14.99,318960,n3v games,2014
5.99,319840,"smiteworks usa, llc",2014
9.99,317720,warlock arts,2014
14.99,248530,biart company llc,2014
4.99,316860,"koei tecmo games co., ltd.",2014
17.99,316861,"koei tecmo games co., ltd.",2014
4.99,316868,"koei tecmo games co., ltd.",2014
17.99,316862,"koei tecmo games co., ltd.",2014
14.99,317690,n3v games,2014
19.99,271390,"mr-software gbr,rolf westphalen",2014
0.0,317470,cosmic cow llc,2014
0.0,317760,vagabond dog,2014
9.99,313850,dark vale games,2014
2.99,297830,creative assembly,2014
4.99,304214,scs software,2014
9.99,316020,pentavera,2014
9.99,310400,noble empire corp.,2014
4.99,290810,"sunstone games, llc.",2014
3.99,308261,capcom,2014
3.99,308263,capcom,2014
3.99,308262,capcom,2014
3.99,308265,capcom,2014
9.99,314200,winter wolves,2009
6.99,317833,"smiteworks usa, llc",2014
4.99,317831,"smiteworks usa, llc",2014
4.99,317832,"smiteworks usa, llc",2014
7.99,312630,smg studio,2014
5.99,316440,"koei tecmo games co., ltd.",2014
7.99,316441,"koei tecmo games co., ltd.",2014
9.99,316448,"koei tecmo games co., ltd.",2014
7.99,316820,"koei tecmo games co., ltd.",2014
2.99,316442,"koei tecmo games co., ltd.",2014
2.99,316443,"koei tecmo games co., ltd.",2014
2.99,316445,"koei tecmo games co., ltd.",2014
2.99,316444,"koei tecmo games co., ltd.",2014
4.99,316446,"koei tecmo games co., ltd.",2014
4.99,316447,"koei tecmo games co., ltd.",2014
12.99,316821,"koei tecmo games co., ltd.",2014
29.99,45760,capcom,2014
19.99,258644,dovetail games,2014
6.99,288610,cateia games,2014
9.99,314760,"polynetix studio,wiwd development",2011
0.0,293500,ganz,2014
14.99,314470,winged pixel inc.,2014
19.99,268650,brilliant skies ltd.,2014
11.99,294977,ubisoft - san francisco,2014
4.99,288020,"castle pixel, llc.",2014
9.99,314770,polynetix studio,2007
9.99,283580,tml-studios,2009
0.0,295550,katauri,2014
5.99,308040,bedtime digital games,2014
0.0,305260,dr studios,2014
2.99,317890,"quicktequila,calum bowen",2014
14.99,311680,winter wolves,2011
5.99,316671,phoenix online studios,2014
5.99,316670,phoenix online studios,2014
9.99,311540,katauri,2014
24.99,313790,katauri,2014
9.99,300610,voofoo studios,2014
19.99,277733,railsimulator.com,2014
0.99,279112,keen games,2014
2.99,279110,keen games,2014
4.99,261160,keen games,2014
9.99,246880,"qubyte interactive,commotion games pty ltd",2014
0.0,244590,dead shark triplepunch,2014
3.99,305184,rebellion,2014
1.99,265790,the working parts,2014
4.99,314570,minicore studios,2014
19.99,313140,tad productions ab,2014
15.0,286140,ice water games,2014
12.99,275510,ticktock games,2014
0.0,293540,masthead studios ltd,2014
2.99,294968,ubisoft - san francisco,2014
2.99,294969,ubisoft - san francisco,2014
9.99,307010,rake in grass,2014
2.99,294970,ubisoft - san francisco,2014
19.99,316650,"smiteworks usa, llc",2014
4.99,296470,stegersaurus software inc.,2014
9.99,315240,"rsupport co., ltd.",2014
7.99,294971,ubisoft - san francisco,2014
19.99,291930,actalogic,2014
14.99,315560,777 studios,2014
8.99,313360,screwy lightbulb,2014
69.99,267653,clickteam,2014
4.99,316640,"screwy lightbulb,abstraction",2014
9.99,314680,brace yourself games,2014
6.99,287340,codemasters digital,2014
9.99,315490,leadwerks software,2014
7.99,315610,mouldy toof studios,2014
19.99,288880,uig international gmbh,2014
9.99,264140,vitali kirpu,2015
19.99,316651,"smiteworks usa, llc",2014
1.99,295439,infinity ward,2014
5.99,298600,quicktequila,2014
1.99,301111,infinity ward,2014
1.99,295440,infinity ward,2014
1.99,301113,infinity ward,2014
1.99,301112,infinity ward,2014
3.99,301116,infinity ward,2014
1.99,301114,infinity ward,2014
1.99,309870,infinity ward,2014
3.99,301115,infinity ward,2014
1.99,309871,infinity ward,2014
3.99,297514,relic entertainment,2014
6.99,301720,pyrodactyl,2014
14.99,292400,pyrodactyl,2014
6.99,301710,pyrodactyl,2014
124.99,279280,ohm force,2007
4.99,290380,apparition games,2014
29.99,315010,xyz visuals,2014
4.99,311870,retro army limited,2014
3.99,306391,haemimont games,2014
14.99,281607,idea factory,2014
4.99,311060,targem games,2006
9.99,274290,deconstructeam,2014
11.99,314120,rampant games,2014
1.99,267773,nomad games,2014
19.99,258666,dovetail games,2014
14.99,313281,graviteam,2014
1.99,299720,dan walters,2014
12.99,233980,@unepic_fran,2014
6.99,314510,shaman games studio,2014
12.99,315990,eversim,2014
0.0,298260,creability,2014
14.99,312210,touz,2014
0.99,274900,jforce games,2014
18.99,307190,winter wolves,2013
5.99,308000,"the software farm,sunlight games,sierra entertainment",1988
49.99,304081,"trion worlds, inc.",2014
19.99,308320,wolverine studios,2014
12.99,274250,"roll7,general arcade",2014
19.99,304080,"trion worlds, inc.",2014
12.99,253150,robotality,2014
4.99,308360,alfred lam,2012
2.99,294967,ubisoft - san francisco,2014
2.99,294964,ubisoft - san francisco,2014
2.99,294963,ubisoft - san francisco,2014
2.99,294966,ubisoft - san francisco,2014
11.99,306541,"the creative assembly,feral interactive (mac),feral interactive (linux)",2014
4.99,265144,stainless games,2014
4.99,265143,stainless games,2014
4.99,265145,stainless games,2014
14.99,302110,gunnar games,2013
0.99,295850,section studios,2014
19.99,277737,dovetail games,2014
19.99,258654,dovetail games,2014
14.99,260530,extend studio,2014
4.99,306171,colossal order ltd.,2014
4.99,311440,fixpoint productions ltd.,2014
4.99,298990,ci games,2014
2.99,288310,wales interactive,2014
4.99,299030,monolith productions,1998
4.99,299050,monolith productions,1998
12.99,271730,just a pixel ltd.,2014
4.99,298720,the fullbright company,2014
2.99,311190,blueeagle productions,2014
4.99,307270,initials,2012
19.99,277735,meshtools,2014
19.99,258655,dovetail games,2014
39.99,222622,johansteam,2014
9.99,264560,infamous quests,2014
5.99,298820,aldorlea games,2014
14.99,305360,graviteam,2014
1.99,279820,exosyphen studios,2014
9.99,284870,tap it games,2013
1.99,302870,realaxis software,2014
9.99,308330,cranberry production,2014
2.99,313020,tlön studios,2013
4.99,281606,idea factory,2014
3.99,302650,room 8 studio,2014
1.99,313760,tlön studios,2013
9.99,311980,ionising software,2014
4.99,302970,hexage,2014
4.99,284200,teyon,2014
0.99,313930,choice of games,2014
3.99,312300,choice of games,2014
0.99,313931,choice of games,2014
4.99,313330,dream up,2011
4.99,313210,team 6 studios,2007
4.99,311590,ace team,2014
2.99,282091,"codemasters racing,feral interactive (mac),feral interactive (linux)",2014
14.99,255070,ace team,2014
19.99,314580,deep silver volition,2014
2.99,294955,ubisoft - san francisco,2014
6.99,288630,icarus games,2014
2.99,294954,ubisoft - san francisco,2014
2.99,294956,ubisoft - san francisco,2014
2.99,294953,ubisoft - san francisco,2014
9.99,294957,ubisoft - san francisco,2014
6.99,246720,"moonshark, inc.",2014
4.99,280740,aperture tag team,2014
9.99,267730,kerberos productions inc.,2014
9.99,277890,wayforward,2014
19.99,313870,autumn moon,2008
1.99,304210,scs software,2014
4.99,314170,"smiteworks usa, llc",2014
2.99,312150,hyper hippo games,2014
3.99,312900,viwo games,2014
4.99,278640,wonderfling,2014
9.99,288060,night light interactive,2014
0.99,313932,choice of games,2014
14.99,311800,super duper garrett cooper,2014
9.99,305860,pixelatto,2014
4.99,306601,night light interactive,2014
5.99,265170,orange_juice,2014
2.99,281840,bojan brbora,2014
5.99,262240,orange_juice,2014
2.99,294943,ubisoft - san francisco,2014
2.99,294944,ubisoft - san francisco,2014
2.99,294945,ubisoft - san francisco,2014
2.99,294946,ubisoft - san francisco,2014
11.99,294948,ubisoft - san francisco,2014
17.99,274010,reality twist gmbh,2014
2.99,294947,ubisoft - san francisco,2014
2.99,284180,morgopolis studios,2014
4.99,302910,konsordo,2014
4.99,306490,"kritzelkratz 3000,jowood",2003
9.99,279990,clockstone,2014
6.99,265120,elder games,2014
4.99,307560,reload game studio,2014
6.99,286770,zombie studios,2004
4.99,296770,vivid games s.a.,2014
0.0,237310,kog,2014
5.99,309990,tripwire interactive,2014
7.99,309991,tripwire interactive,2014
4.99,11480,best way,2004
14.99,305640,kitfox games,2014
19.99,258678,victory works,2014
5.99,301990,"fancy bytes, reactor",2014
2.99,304670,"bat country games, llc",2014
39.99,306630,ageod,2013
4.99,307130,legend studio,2014
14.99,259252,infinity ward,2014
19.99,311330,ageod,2014
19.99,258657,dovetail games,2014
3.99,305070,i fight bears,2014
4.99,308460,dq team,2014
4.99,256539,dovetail games,2009
0.0,268420,x-legend,2014
9.99,285130,the mustard corporation,2014
4.99,306680,d3t,2014
6.99,275530,ticktock games,2014
4.99,310970,jugilus,2014
4.99,262142,toraiki,2013
0.0,244630,studio radi-8,2014
4.99,306460,smartly dressed games,2014
4.99,270590,trickster face,2014
4.99,307070,darkelite,2014
5.99,291390,gentleman squid studio,2014
1.99,301110,infinity ward,2014
3.99,295438,infinity ward,2014
3.99,311080,madia entertainment,2001
0.99,304211,scs software,2014
1.99,311500,tomoaki sugeno,2014
6.99,293059,ubisoft,2014
14.99,260230,ubisoft montpellier,2014
2.99,312090,fakt software,2014
39.99,216260,big ant studios,2014
24.99,250760,yacht club games,2014
6.99,288240,elder games,2014
6.99,281604,idea factory,2014
39.99,255220,"codemasters racing,feral interactive (mac),feral interactive (linux)",2014
29.99,238090,rebellion,2014
29.99,308310,rebellion,2014
9.99,305180,rebellion,2014
11.99,294939,ubisoft - san francisco,2014
2.99,294938,ubisoft - san francisco,2014
12.99,269250,spicy tails,2014
0.99,304301,choice of games,2013
0.99,304300,choice of games,2013
4.99,299540,choice of games,2012
0.99,305200,choice of games,2012
9.99,307420,noble empire corp.,2014
0.99,304140,scs software,2014
1.99,280460,"concave studio,colorful media,emagica",2014
13.99,262830,10tons ltd,2014
9.99,305480,winter wolves,2009
4.99,300300,stolen couch games,2014
4.99,267772,nomad games,2014
3.99,305570,artery games,2014
4.99,256503,ronimo games,2014
5.99,281603,idea factory,2014
14.99,303360,white paper games,2014
3.99,291330,josh tam universe,2014
12.99,258661,dovetail games - trains,2014
4.99,307410,twelve games,2014
9.99,302350,access software,1994
5.99,302330,access software,1989
9.99,302370,access software,1998
5.99,302340,access software,1991
9.99,302360,access software,1996
14.99,263280,oovee® game studios,2014
6.99,307825,idea factory,2014
14.99,275670,passtech games,2014
4.99,307750,neocoregames,2014
14.99,272470,neocoregames,2014
4.99,307760,excalibur,2014
9.99,302310,frogdice,2014
7.99,308030,"smiteworks usa, llc",2014
8.99,308010,"smiteworks usa, llc",2014
19.99,308020,"smiteworks usa, llc",2014
7.99,277490,bane games,2014
1.99,306410,"rvl games,exosyphen studios",2014
9.99,302320,wastelands interactive,2014
19.99,297760,turnopia,2014
0.99,305150,curious panda games,2013
9.99,266390,hammer labs,2013
3.99,298400,juicy beast studio,2014
14.99,304150,freedom factory,2014
19.99,287450,"skybox labs,big huge games",2014
7.99,287780,different tuna,2014
6.99,258070,droqen,2012
6.99,307610,"env music,yazar media group llc",2014
1.99,285480,lesta studio,2003
14.99,283600,tml-studios,2014
4.99,301540,curious panda games,2014
7.99,296730,shorebound studios,2014
2.99,307650,shorebound studios,2014
4.99,298690,"holy warp,black wing foundation",2014
14.99,280540,bumblebee,2014
4.99,301300,interaction studios,2014
9.99,116100,eclipse games,2014
4.99,303340,puuba,2014
4.99,305370,"puuba,christopher hoag",2014
19.99,306530,"smiteworks usa, llc",2014
9.99,291710,darkling room,2008
9.99,285840,schell games,2014
17.99,306531,"smiteworks usa, llc",2014
9.99,273740,united independent entertainment gmbh,2014
4.99,302160,mc2,2004
4.99,270630,sfb games,2014
5.99,302950,winter wolves,2008
4.99,292380,30.06 studios ltd,2014
4.99,305390,wastelands interactive,2009
6.99,294700,humongous entertainment,2003
4.99,292840,humongous entertainment,1999
4.99,292860,humongous entertainment,1998
4.99,292300,humongous entertainment,2000
9.99,302240,silden,2013
6.99,294570,humongous entertainment,2001
4.99,302260,colossal games,2014
4.99,287120,ironsun studios,2014
9.99,273620,volition inc,2014
9.99,285440,"yotsubane,adventure planning service",2014
4.99,301880,"yotsubane,adventureplanningservice",2014
39.99,297750,slitherine ltd.,2014
4.99,298340,jujubee s.a.,2014
0.99,303390,microblast games,2014
29.99,287580,proxy studios,2013
9.99,305470,"smiteworks usa, llc",2014
7.99,305471,"smiteworks usa, llc",2014
4.99,305472,"smiteworks usa, llc",2014
9.99,295750,ian snyder,2014
4.99,302250,silden,2013
19.99,283680,edelweiss,2014
0.99,263080,giant box games,2014
4.99,301670,cryo interactive,2003
4.99,289090,projectorgames,2014
9.99,281580,third wire productions,2006
9.99,291430,binary takeover,2014
29.99,233290,airtight games,2014
4.99,296050,key17 games,2012
12.99,299500,big head games,2013
19.99,301220,sourena game studio,2014
0.0,253710,"expansive worlds,avalanche studios",2014
2.99,294923,ubisoft - san francisco,2014
2.99,294924,ubisoft - san francisco,2014
2.99,294925,ubisoft - san francisco,2014
2.99,294926,ubisoft - san francisco,2014
7.99,302080,scs software,2007
14.99,260790,"nicalis, inc.",2014
0.0,224600,"trion worlds, inc.",2014
2.99,294927,ubisoft - san francisco,2014
3.99,293720,vector games,2014
6.99,299780,glass knuckle games,2014
5.99,299840,pavel bulatov,2013
11.99,294928,ubisoft - san francisco,2014
4.99,302060,scs software,2011
4.99,281920,dreamworlds,2014
19.99,258646,dovetail games,2014
7.99,273381,creative assembly,2014
6.99,268220,phenomenon games,2014
16.99,250620,krillbite studio,2017
1.99,234787,treyarch,2014
1.99,234785,treyarch,2014
1.99,292020,treyarch,2014
6.99,294550,humongous entertainment,1999
6.99,292820,humongous entertainment,2003
6.99,294680,humongous entertainment,1998
14.99,270940,axis game factory,2014
4.99,292280,humongous entertainment,1998
1.99,292021,treyarch,2014
14.99,292230,sebastien bini,2014
1.99,294140,the working parts,2014
59.99,261470,code force,2014
11.99,95400,"sparpweed,codeglue",2014
5.99,299190,kettel,2014
29.99,243470,ubisoft,2014
19.99,293054,ubisoft montreal,2014
15.99,239120,square enix,2014
4.99,295610,magnetic realms,2014
2.99,273680,arkedo,2014
5.99,268200,insgames,2014
4.99,303780,"vagabond dog,laser destroyer team",2014
19.99,222636,dovetail games,2014
9.99,275610,nomad games,2014
9.99,277630,sproing,2014
3.99,286633,infinity ward,2014
1.99,286634,infinity ward,2014
1.99,281344,infinity ward,2014
2.99,286636,infinity ward,2014
2.99,286635,infinity ward,2014
3.99,286632,infinity ward,2014
6.99,302490,alawar,2013
1.99,286630,infinity ward,2014
1.99,281347,infinity ward,2014
1.99,281345,infinity ward,2014
7.99,294922,ubisoft - san francisco,2014
2.99,294921,ubisoft - san francisco,2014
4.99,304330,noble empire corp.,2014
49.99,304310,noble empire corp.,2014
14.99,304320,noble empire corp.,2014
1.99,280030,exato games studio,2014
1.99,280031,exato games studio,2014
1.99,280032,exato games studio,2014
4.99,300900,freegamer,2014
1.99,289731,eko software,2014
12.99,278360,gone north games,2014
4.99,291610,smudged cat games ltd,2014
19.99,265830,nowhere studios,2014
0.99,296150,genee network,2014
3.99,278720,jonathan yandel,2014
1.99,286631,infinity ward,2014
1.99,281346,infinity ward,2014
9.99,297330,firebase industries ltd.,2014
9.99,301260,"world-loom,nitreal",2014
4.99,296650,kunst-stoff gmbh,2014
19.99,201810,machine games,2014
0.99,297791,scs software,2014
34.99,294312,peoleo entertainment,2014
0.99,297793,scs software,2014
14.99,290320,defrost games,2014
14.99,292720,peoleo entertainment,2014
19.99,237930,supergiant games,2014
0.99,297792,scs software,2014
0.99,295250,peter moorhead,2014
2.99,294914,ubisoft - san francisco,2014
2.99,294915,ubisoft - san francisco,2014
2.99,294917,ubisoft - san francisco,2014
11.99,294918,ubisoft - san francisco,2014
2.99,294913,ubisoft - san francisco,2014
2.99,294916,ubisoft - san francisco,2014
0.99,283750,opus,2014
9.99,284390,the game kitchen,2014
0.0,300970,onson soft,2008
6.99,263700,angry mob games,2014
9.99,239430,toxic games,2014
19.99,260330,team17 digital ltd,2014
9.99,285330,chris sawyer productions,2002
5.99,285310,chris sawyer productions,1999
0.0,262410,noble empire corp.,2014
9.99,263760,secret exit ltd.,2014
0.0,299420,candyrocketstudio,2014
19.99,291910,vis - visual imagination software,2014
3.99,300220,smolders,2014
14.99,255390,press play,2014
9.99,274310,vagabond dog,2014
4.99,297780,"holy warp,black wing foundation",2014
6.99,292570,utopian world of sandwiches,2014
9.99,284930,"holy warp,black wing foundation",2014
6.99,301750,dl softworks,2014
6.99,282800,orange_juice,2013
9.99,301140,"northway games,sarah northway",2014
4.99,301243,"smiteworks usa, llc",2014
3.99,301248,"smiteworks usa, llc",2014
7.99,301246,"smiteworks usa, llc",2014
9.99,292420,zootfly,2007
7.99,301247,"smiteworks usa, llc",2014
5.99,301242,"smiteworks usa, llc",2014
4.99,301249,"smiteworks usa, llc",2014
19.99,302300,"smiteworks usa, llc",2014
7.99,301244,"smiteworks usa, llc",2014
5.99,301241,"smiteworks usa, llc",2014
7.99,301245,"smiteworks usa, llc",2014
9.99,291250,meteoric games,2014
49.99,278080,"koei tecmo games co., ltd.",2014
9.99,296930,hapa games,2014
4.99,299110,gogii games,2012
4.99,299150,gogii games,2010
24.99,237970,centauri production,2014
2.99,296180,microids,2002
4.99,299160,gogii games,2007
14.99,270150,osumia games,2015
12.99,225280,over the top games,2014
14.99,290970,somasim,2014
4.99,358260,3d realms (apogee software),1991
0.99,294330,winter wolves,2014
18.99,291050,winter wolves,2011
4.99,358380,beavis soft,1994
9.99,358400,3d realms (apogee software),1997
6.99,358370,terminal reality,1995
4.99,358340,redwood games,1992
0.0,358390,3d realms,1996
4.99,358350,3d realms (apogee software),1992
4.99,358320,3d realms (apogee software),1995
4.99,358360,cygnus studios,1994
6.99,358410,3d realms (apogee software),1994
4.99,358230,3d realms (apogee software),1991
14.99,259251,infinity ward,2014
49.99,228180,mirillis,2014
19.99,261510,big finish games,2014
4.99,251630,grip games,2014
12.99,244410,battlegoat studios,2014
4.99,286440,pointscape,2014
19.99,268930,visual outbreak,2014
24.99,299301,"smiteworks usa, llc",2014
9.99,296850,himalaya studios,2006
9.99,300440,"smiteworks usa, llc",2014
4.99,300441,"smiteworks usa, llc",2014
14.99,300450,"smiteworks usa, llc",2014
14.99,300442,"smiteworks usa, llc",2014
17.99,300460,"smiteworks usa, llc",2014
14.99,299290,"smiteworks usa, llc",2014
4.99,358210,3d realms (apogee software),1993
9.99,297940,"smiteworks usa, llc",2014
2.99,358300,3d realms (apogee software),1993
9.99,299280,"smiteworks usa, llc",2014
4.99,358200,redwood games,1992
0.0,297210,oryx design lab,2014
4.99,268125,wavedna,2014
4.99,358220,animation f/x,1994
6.99,294650,humongous entertainment,1993
3.99,296910,awesomeblade,2014
0.0,242720,"masangsoft, inc.",2014
19.99,293680,moacube,2012
4.99,294770,digital reality,2002
14.99,273240,"dracue, co. ltd",2014
4.99,281600,idea factory,2014
4.99,296360,unknown worlds entertainment,2014
4.99,294790,digital reality,2014
3.99,297550,"tinybuild,mrfuby",2014
4.99,294710,humongous entertainment,1996
6.99,292240,humongous entertainment,1999
4.99,294580,humongous entertainment,1996
6.99,292780,humongous entertainment,1998
2.99,264220,tawstudio entertainment,2013
6.99,294530,humongous entertainment,1996
14.99,283100,iron bit,2014
9.99,287100,"holy warp,black wing foundation",2014
9.99,284970,opqam,2014
19.99,242880,big robot ltd,2013
4.99,277500,excalibur,2014
6.99,295870,nick donnelly,2014
9.99,283350,rage software,2001
2.99,291130,haruneko entertainment,2014
3.99,285350,"scott thunelius,chronic logic,tony porter",2008
3.99,296990,mighty rabbit studios,2014
14.99,270941,axis game factory,2014
4.99,358250,3d realms (apogee software),1992
4.99,358270,remedy,1996
4.99,358290,moonlite software,1994
39.99,236430,"fromsoftware, inc",2014
6.99,288750,cateia games,2010
0.0,207230,codebrush games,2014
6.99,275490,crazy moo games,2014
7.99,288850,playway s.a.,2014
6.99,275470,coatsink,2014
1.99,267770,nomad games,2014
14.99,291471,murray atkinson,2014
4.99,285462,elijah mills,2014
29.99,285460,pvgames,2014
19.99,297645,frontier works,2014
7.99,295510,stage-nana,2014
6.99,296240,"boolat games,alawar entertainment",2012
5.99,280140,aldorlea games,2014
4.99,280930,hitcents,2014
0.99,297900,image&amp;form,2014
3.99,291070,handsome games,2014
2.99,294900,ubisoft - san francisco,2014
2.99,294901,ubisoft - san francisco,2014
2.99,294903,ubisoft - san francisco,2014
